accuracy,precision,recall,f1,week
1.0,1.0,1.0,1.0,2023-04-30
0.4642857142857143,0.48760330578512395,0.8194444444444444,0.6113989637305699,2023-05-07
0.6232876712328768,0.5555555555555556,0.6349206349206349,0.5925925925925926,2023-05-14
0.553030303030303,0.6351351351351351,0.5949367088607594,0.6143790849673203,2023-05-21
0.6818181818181818,0.7272727272727273,0.7272727272727273,0.7272727272727273,2023-05-28
0.7537878787878788,0.7571428571428571,0.7737226277372263,0.7653429602888087,2023-06-04
0.7954545454545454,0.8181818181818182,0.7557251908396947,0.7857142857142857,2023-06-11
0.7537878787878788,0.746031746031746,0.7401574803149606,0.7430830039525692,2023-06-18
0.8295454545454546,0.8699186991869918,0.7867647058823529,0.8262548262548263,2023-06-25
0.864963503649635,0.852112676056338,0.8832116788321168,0.8673835125448028,2023-07-02
0.781021897810219,0.7352941176470589,0.8064516129032258,0.7692307692307693,2023-07-09
0.8211678832116789,0.6935483870967742,0.8865979381443299,0.7782805429864253,2023-07-16
0.7,0.366412213740458,0.6575342465753424,0.47058823529411764,2023-07-23
0.7874659400544959,0.5652173913043478,0.30952380952380953,0.4,2023-07-30
0.8060109289617486,0.7454545454545455,0.41836734693877553,0.5359477124183006,2023-08-06
0.8303341902313625,0.5,0.5454545454545454,0.5217391304347826,2023-08-13
0.805699481865285,0.7358490566037735,0.39,0.5098039215686274,2023-08-20
0.8015463917525774,0.7710843373493976,0.5245901639344263,0.624390243902439,2023-08-27
0.7860824742268041,0.8173913043478261,0.6025641025641025,0.6937269372693727,2023-09-03
0.8435897435897436,0.8125,0.7375886524822695,0.7732342007434945,2023-09-10
0.6928104575163399,1.0,0.6928104575163399,0.8185328185328186,2023-09-17
