ds,accuracy,precision,recall,f1,model
2023-05-07,0.5978260869565217,0.7209302325581395,0.5535714285714286,0.6262626262626263,GRU
2023-05-14,0.7463768115942029,0.6865671641791045,0.7666666666666667,0.7244094488188977,GRU
2023-05-21,0.5652173913043478,0.7096774193548387,0.5116279069767442,0.5945945945945946,GRU
2023-05-28,0.5485436893203883,0.5869565217391305,0.6923076923076923,0.6352941176470588,GRU
2023-06-04,0.6931818181818182,0.6458333333333334,0.9051094890510949,0.7537993920972644,GRU
2023-06-11,0.7613636363636364,0.7151898734177216,0.8625954198473282,0.7820069204152249,GRU
2023-06-18,0.7462121212121212,0.7205882352941176,0.7716535433070866,0.7452471482889734,GRU
2023-06-25,0.8257575757575758,0.8169014084507042,0.8529411764705882,0.8345323741007195,GRU
2023-07-02,0.803030303030303,0.7971014492753623,0.8208955223880597,0.8088235294117647,GRU
2023-07-09,0.762962962962963,0.7013888888888888,0.8278688524590164,0.7593984962406015,GRU
2023-07-16,0.7773722627737226,0.6451612903225806,0.8247422680412371,0.7239819004524887,GRU
2023-07-23,0.6726618705035972,0.3592233009708738,0.5967741935483871,0.4484848484848485,GRU
2023-07-30,0.688135593220339,0.37735849056603776,0.6060606060606061,0.46511627906976744,GRU
2023-08-06,0.7612359550561798,0.54,0.30337078651685395,0.38848920863309355,GRU
2023-08-13,0.7994579945799458,0.4074074074074074,0.8148148148148148,0.5432098765432098,GRU
2023-08-20,0.7952127659574468,0.5888888888888889,0.5698924731182796,0.5792349726775956,GRU
2023-08-27,0.7668393782383419,0.6176470588235294,0.6885245901639344,0.6511627906976745,GRU
2023-09-03,0.7628865979381443,0.7580645161290323,0.6025641025641025,0.6714285714285714,GRU
2023-09-10,0.711340206185567,0.5729166666666666,0.7857142857142857,0.6626506024096386,GRU
2023-09-17,0.6842105263157895,1.0,0.6842105263157895,0.8125,GRU
2023-05-07,0.6195652173913043,0.7333333333333333,0.5892857142857143,0.6534653465346535,LSTM
2023-05-14,0.6956521739130435,0.6451612903225806,0.6666666666666666,0.6557377049180327,LSTM
2023-05-21,0.5507246376811594,0.8157894736842105,0.36046511627906974,0.5,LSTM
2023-05-28,0.616504854368932,0.8064516129032258,0.42735042735042733,0.5586592178770949,LSTM
2023-06-04,0.571969696969697,0.5545454545454546,0.8905109489051095,0.6834733893557423,LSTM
2023-06-11,0.7159090909090909,0.675,0.8244274809160306,0.7422680412371134,LSTM
2023-06-18,0.7007575757575758,0.6578947368421053,0.7874015748031497,0.7168458781362007,LSTM
2023-06-25,0.8106060606060606,0.8071428571428572,0.8308823529411765,0.8188405797101449,LSTM
2023-07-02,0.7954545454545454,0.7816901408450704,0.8283582089552238,0.8043478260869565,LSTM
2023-07-09,0.7555555555555555,0.6944444444444444,0.819672131147541,0.7518796992481203,LSTM
2023-07-16,0.7481751824817519,0.6060606060606061,0.8247422680412371,0.6986899563318777,LSTM
2023-07-23,0.6510791366906474,0.34513274336283184,0.6290322580645161,0.44571428571428573,LSTM
2023-07-30,0.6745762711864407,0.3611111111111111,0.5909090909090909,0.4482758620689655,LSTM
2023-08-06,0.7556179775280899,0.5151515151515151,0.38202247191011235,0.43870967741935485,LSTM
2023-08-13,0.7777777777777778,0.375,0.7777777777777778,0.5060240963855421,LSTM
2023-08-20,0.7898936170212766,0.5777777777777777,0.5591397849462365,0.5683060109289617,LSTM
2023-08-27,0.8290155440414507,0.7413793103448276,0.7049180327868853,0.7226890756302521,LSTM
2023-09-03,0.7319587628865979,0.7888888888888889,0.4551282051282051,0.5772357723577236,LSTM
2023-09-10,0.7938144329896907,0.6973684210526315,0.7571428571428571,0.726027397260274,LSTM
2023-09-17,0.5986842105263158,1.0,0.5986842105263158,0.7489711934156379,LSTM
